Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_usd,sector
01/05/2016,Prescribez,"Consumer Internet","Health Service Aggregator Platform",Pune,"Ankush Mehta","Seed Funding",145000,Other
03/05/2016,Mobikwik,"Consumer Internet","Mobile & Digital Wallet",Gurugram,"GMO Payment Gateway, MediaTek",Equity,50000000,Other
03/05/2016,Zwayam,"Consumer Internet","Online Recruitment Platform",Bangalore,"Undisclosed investors","Seed Funding",250000,Other
03/05/2016,Zuver,"Consumer Internet","Car driver Discovery App",Mumbai,"Shruth & Smith Group, Hermes Group","Seed Funding",180000,Other
04/05/2016,EasyRoads,"Consumer Internet","Road Trip planning Mobile app",Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia","Seed Funding",200000,Other
04/05/2016,Lenskart,eCommerce,"Eyewear & Accessories etailer",Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Equity,60000000,E-Commerce
04/05/2016,Seclore,Technology,"Enterprise Security Technology platform",Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Equity,12000000,Technology
04/05/2016,SolarTown,Technology,"Solar Rooftop system installation company",Chennai,Grex.in,"Seed Funding",200000,Technology
04/05/2016,Comarete,Technology,"Telecom & Media IT services company",Pune,Grex.in,"Seed Funding",200000,Technology
04/05/2016,MyDentistChoice,eCommerce,"Medical Supplies eTailer",Hyderabad,"Undisclosed investors","Seed Funding",150000,E-Commerce
04/05/2016,Active.ai,Technology,"Intelligent Tech platform for Finance vertical",Singapore,"Kalaari Capital Accelerator Program","Seed Funding",500000,Technology
04/05/2016,Affordplan,Technology,"Affordable non emergency medical service health plans",Delhi,"Kalaari Capital Accelerator Program","Seed Funding",500000,Technology
04/05/2016,Indee,"Consumer Internet","Web Video Streaming Platform",Bangalore,"Kalaari Capital Accelerator Program","Seed Funding",500000,Other
05/05/2016,WebAlligator,"Consumer Internet","Cloud Based Software Solutions",Bangalore,"Group of undisclosed Angel Investors & HNIs","Seed Funding",375000,Other
06/05/2016,EduAceServices,Education,"Education Workshops & mentoring programs",Lucknow,"MoMagic Technologies",Equity,1000000,Education
07/05/2016,Zebroads,Logistics,"Logistics and Warehousing services",Hyderabad,"Undisclosed investors","Seed Funding",75000,"Transportation and Logistics"
09/05/2016,Locus,Technology,"Logistics Intelligence platform",Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Equity,2750000,Technology
09/05/2016,TokoInnovations,"Consumer Internet","Childrens Entertainment Portal",Bangalore,"Roopak Saluja, Vishal Khare","Seed Funding",450000,Other
09/05/2016,Rentickle,eCommerce,"Furniture, appliances Portal",Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta","Seed Funding",250000,E-Commerce
10/05/2016,HealthifyMe,"Consumer Internet","Health & Fitness App",Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Equity,6000000,Other
10/05/2016,Zarget,"Consumer Internet","Conversion Rate Optimization Platform",Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Equity,1500000,Other
10/05/2016,InnoNanoResearch,Technology,"Clean Water Technology",Chennai,NanoHoldings,Equity,18000000,Technology
10/05/2016,SchoolWear,eCommerce,"School Uniform & Supplies Marketplace",Mumbai,"Undisclosed investors","Seed Funding",1500000,E-Commerce
10/05/2016,Swiggy,"Consumer Internet","Food Delivery Platform",Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Equity,7000000,Other
11/05/2016,Zenify,"Consumer Internet","Home rental Discovery & Booking Portal",Bangalore,"Undisclosed Investors",Equity,900000,Other
11/05/2016,FractalAnalytics,Technology,"Data Analytics Company",Mumbai,"Khazanah Nasional Berhad",Equity,100000000,Technology
12/05/2016,Unacademy,"Consumer Internet","Free Online Education Platform",Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama","Seed Funding",500000,Other
12/05/2016,CapitalFloat,"Consumer Internet","Online Lending Platform",Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Equity,25000000,Other
12/05/2016,LifeCircle,Healthcare,"Senior Healthcare Services",Hyderabad,"GROUPE SOS",Equity,150000,Healthcare
13/05/2016,StayZilla,"Consumer Internet","Budget Room Aggregator Booking platform",Chennai,"Matrix Partners, Nexus Ventures",Equity,13500000,Other
13/05/2016,WoWExpress,Logistics,"E Commerce Logistics Solutions",Mumbai,"Undisclosed Investors & Tamarind Family Private Trust",Equity,2200000,"Transportation and Logistics"
16/05/2016,Smartivity,eCommerce,"Smart Learning products",Delhi,"S Chand, AdvantEdge Partners",Equity,1000000,E-Commerce
18/05/2016,TheSmartQ,"Consumer Internet","Food Ordering Mobile App",Bangalore,"YourNest Angel Fund","Seed Funding",250000,Other
18/05/2016,PurpleHealth,"Consumer Internet","Online health on demand platform",Trivandrum,"Katabole Technology Venture","Seed Funding",100000,Other
18/05/2016,EduPristine,Education,"Online Certification Courses",Mumbai,"Kaizen Management Advisors, DeVry Inc",Equity,10000000,Education
18/05/2016,BhiveWorkspace,Reality,"Co Working Spaces",Bangalore,"Blume Ventures",Equity,1000000,Other
19/05/2016,Appie,"Consumer Internet","Location based offline retail discovery platform",Mumbai,"Undisclosed investors","Seed Funding",1000000,Other
19/05/2016,TaxiVaxi,"Consumer Internet","Cab Aggregating Platform",Delhi,"Undisclosed HNIs","Seed Funding",500000,Other
19/05/2016,Veqta,"Consumer Internet","On Demand Digital Sports Network",Delhi,"Chatsworth Management, ITW Digital","Seed Funding",500000,Other
20/05/2016,i2ifunding,"Consumer Internet","Online Peer to Peer Funding",Noida,"Undisclosed Investors","Seed Funding",300000,Other
23/05/2016,Hoppingo,"Consumer Internet","Fashion Discovery platform",Delhi,vCommission,"Seed Funding",89000,Other
24/05/2016,Goalwise,"Consumer Internet","Online investment platform",Bangalore,"Undisclosed HNIs","Seed Funding",1000000,Other
25/05/2016,AddressHealth,Healthcare,"Pediatric Primary Healthcare Network",Bangalore,"Gray Matters Capital",Equity,1500000,Healthcare
25/05/2016,ArcatronMobility,Technology,"Mobility Devices for differently abled",Pune,"Sudhir Mehta","Seed Funding",100000,Technology
26/05/2016,Cleartax,"Consumer Internet","Online Income Tax Filing platform",Bangalore,"FF Angel, Sequoia Capital",Equity,2000000,Other
26/05/2016,mChamp,"Consumer Internet","Celebrity Entertainment Contest App",Delhi,"MoMagic Technologies","Seed Funding",475000,Other
30/05/2016,Vahanalytics,Technology,"Safe driving Analytics platform",Mumbai,"Anirudh Damani, Vikram Lakhotia","Seed Funding",200000,Technology
31/05/2016,Koovs,eCommerce,"Apparel & Lifestyle eTailer",Delhi,"HT Media Ltd",Equity,4400000,E-Commerce
31/05/2016,CCavenue,"Consumer Internet","Payment Gateway",Mumbai,"NSI Infinium Global Pvt. Ltd",Equity,8900000,Other
31/05/2016,MachaDalo,"Consumer Internet","Hyperlocal Advertising Platform",Mumbai,"Undisclosed Investors","Seed Funding",175000,Other
01/04/2016,DilMil,"Consumer Internet","Matchmaking Mobile App","SFO / Bangalore","Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Equity,2700000,Other
04/04/2016,Hungama,"Consumer Internet","Digital Media Entertainment Portal",Mumbai,"Xiaomi Inc",Equity,25000000,Other
06/04/2016,Shipsy,Logistics,"Logistics Solutions",Gurugram,"DTDC Express Ltd",Equity,1000000,"Transportation and Logistics"
06/04/2016,gear6,"Consumer Internet","Online bike service and repairs platform",Bangalore,Ninestarter,"Seed Funding",500000,Other
06/04/2016,MyGlamm,"Consumer Internet","Mobile based on demand Beauty Services platform",Mumbai,L\\xe2\\x80\\x99Occitane,Equity,6000000,Other
06/04/2016,Petoo,"Consumer Internet","Online Food Delivery Platform",Bangalore,"Axilor Ventures",Equity,1000000,Other
08/04/2016,imedilane,"Consumer Internet","Online Health Diagnosis platform",Delhi,"Mahendra Patel, Nilender Chauhan","Seed Funding",40000,Other
11/04/2016,LivingLocal,"Consumer Internet","Social discovery platform",Mumbai,"Rattan Chadha","Seed Funding",200000,Other
11/04/2016,Oyo,"Consumer Internet","Online Branded Budget Room Booking Service",Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Equity,100000000,Other
11/04/2016,PriceRaja,"Consumer Internet","Price Comparison Portal",Gurugram,"Prashant Puri","Seed Funding",300000,Other
12/04/2016,MagicX,"Consumer Internet","On Demand Task Management App",Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai","Seed Funding",1000000,Other
13/04/2016,Legalraasta,"Consumer Internet","Online legal Services for Startups",Delhi,"Pravin Khandelwal, Yatin Kumar Jain","Seed Funding",1000000,Other
13/04/2016,RainCan,"Consumer Internet","Subscription based grocery delivery Mobile App",Pune,"Dr. Aniruddha Malpani","Seed Funding",150000,Other
13/04/2016,Hippily,eCommerce,"Fashion ECommerce App",Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur","Seed Funding",250000,E-Commerce
13/04/2016,kredX,eCommerce,"Invoice discounting Marketplace",Bangalore,"Prime Venture Partners","Seed Funding",750000,E-Commerce
14/04/2016,BeaconsTalk,Technology,"contextual mobile advertising",Mumbai,"Rajeev Agrawal, Prashant Gooty","Seed Funding",100000,Technology
15/04/2016,RenewBuy,"Consumer Internet","Online Car & Bike Insurance Comparison portal",Delhi,"Mount Nathan Advisors","Seed Funding",1000000,Other
15/04/2016,Vyomo,"Consumer Internet","On Demand Beauty Service provider",Delhi,"Naturals Salon Chain",Equity,15000000,Other
15/04/2016,NestAway,"Consumer Internet","Furnished Home Rental Platform",Bangalore,"Tiger Global",Equity,30000000,Other
15/04/2016,Tapchief,"Consumer Internet","Expert Advice Platform",Bangalore,"Vijay Shekhar Sharma","Seed Funding",150000,Other
18/04/2016,Jugnoo,"Consumer Internet","On demand Delivery & Logistics platform",Chandigarh,"Paytm & existing investors",Equity,10000000,Other
19/04/2016,Betaout,eCommerce,"customer intelligence and marketing automation platform",Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Equity,1500000,E-Commerce
19/04/2016,DriversCart,"Consumer Internet","on demand chauffeur provider",Chennai,"ah! Ventures","Seed Funding",450000,Other
19/04/2016,CollegeDekho,"Consumer Internet","College & Student information platform",Delhi,"Man Capital",Equity,2000000,Other
20/04/2016,1mg,eCommerce,"Online Pharmacy",Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Equity,15000000,E-Commerce
22/04/2016,Licious,eCommerce,"Mobile based Meat ordering App",Bangalore,"Mayfield India II Management Ltd",Equity,3000000,E-Commerce
22/04/2016,TOKOInnovationStudios,"Consumer Internet","Childrens Entertainment Games & Products",Delhi,"Indian Angel network","Seed Funding",450000,Other
25/04/2016,Commut,"Consumer Internet","Shuttle Service Provider",Hyderabad,"50K Ventures","Seed Funding",200000,Other
25/04/2016,Dropkaffe,"Food & Beverage","Ready to Drink Beverage Producer",Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar","Seed Funding",550000,"Food and Beverages"
26/04/2016,Transerv,"Consumer Internet","Digital Payments platform",Mumbai,"IDFC SPICE Fund, Micromax Informatics",Equity,15000000,Other
26/04/2016,ClearTax,"Consumer Internet","Online filing of Tax returns",Bangalore,"Max Levchin, Scott Banister",Equity,1300000,Other
26/04/2016,Roposo,eCommerce,"Social Fashion ECommerce Discovery platform",Gurugram,"Bertelsmann India Investments",Equity,15000000,E-Commerce
27/04/2016,MilkBasket,"Consumer Internet","Micro Grocery Delivery Platform",Gurugram,"EVC Ventures","Seed Funding",500000,Other
27/04/2016,ICHR,"Consumer Internet","Mobile based Children health Information app",Delhi,Undisclosed,"Seed Funding",450000,Other
28/04/2016,TheWeddingBrigade,"Consumer Internet","Online Wedding Information Portal",Mumbai,"Blume Ventures & Other unnamed Investors","Seed Funding",600000,Other
28/04/2016,DocsApp,"Consumer Internet","Online Doctor Discovery & Chat platform",Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Equity,1200000,Other
29/04/2016,ImpactGuru,"Consumer Internet","Online Crowdfunding platform for NGOs & Social Projects",Mumbai,"RB Investments, Fundnel","Seed Funding",500000,Other
29/04/2016,LetReach,eCommerce,"ECommerce SAAS Solutions",Delhi,vCommission,Equity,100000,E-Commerce
02/03/2016,MoMark,"Consumer Internet","Mobile Wallet Aggregation platform",Noida,"YourNest Angel Fund",Equity,600000,Other
02/03/2016,Systemantics,Technology,"Industrial robots maker",Bangalore,"Nandan Nilekani, Accel Partners",Equity,1400000,Technology
03/03/2016,ImarticusLearning,Education,"Financial Services & Analytics Education Institute",Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Equity,1000000,Education
03/03/2016,Shouut,"Consumer Internet","Social Discovery Mobile app",Delhi,"Undisclosed investor","Seed Funding",500000,Other
04/03/2016,Aahaa,ECommerce,"Office Products Super Store",Chennai,"YourNest Angel Fund",Equity,1000000,E-Commerce
04/03/2016,FTCash,"Consumer Internet","Mobile Payments Platform",Kolkata,"IvyCap Ventures","Seed Funding",150000,Other
04/03/2016,Zappka,"Consumer Internet","Mobile App discovery and review platform",Gurugram,"Daman Soni, Rajat Gupta & Others","Seed Funding",100000,Other
04/03/2016,medECUBE,Healthcare,"Healthcare related Services provider",Gurugram,"Artiman Ventures",Equity,4000000,Healthcare
07/03/2016,N.O.W,"Consumer Internet","Bike Taxi Service & Hyperlocal Delivery App",Noida,"Ruchirans Jaipuria, Anuj Sanghi","Seed Funding",500000,Other
07/03/2016,Ninjacart,ECommerce,"B2B marketplace for Farmers & Retailers",Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Equity,3000000,E-Commerce
07/03/2016,Reach,"Consumer Internet","Cross Platform P2P file sharing mobile app",Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla","Seed Funding",500000,Other
07/03/2016,VanityCube,"Consumer Internet","Hyperlocal Beauty Services platform",Delhi,"Unicorn Ventures","Seed Funding",250000,Other
07/03/2016,Medidaili,"Consumer Internet","Medical Support service platform",Bangalore,"Undisclosed private investors","Seed Funding",100000,Other
08/03/2016,LoveCycles,"Consumer Internet","Womens health Tracker",Bangalore,"Prime Venture Partners","Seed Funding",750000,Other
08/03/2016,Kartrocket,ECommerce,"ECommerce SAAS platform",Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Equity,8000000,E-Commerce
08/03/2016,dunzo,"Consumer Internet","Daily Task Management App",Bangalore,"Aspada Investment Advisors, Blume Ventures.","Seed Funding",650000,Other
09/03/2016,SmartVizX,Technology,"Virtual Reality Solutions",Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India","Seed Funding",500000,Technology
09/03/2016,MyGubbi,"Real Estate","Interior Design & Home Dcor Solutions",Bangalore,"Vipul Parekh ajesh K Murthy","Seed Funding",2500000,"Real Estate"
09/03/2016,NukkadShops,"Consumer Internet","Hyperlocal Grocery Delivery Service",Hyderabad,"PurpleTalk Inc","Seed Funding",1000000,Other
09/03/2016,Justride,"Consumer Internet","Self Drive Car Rental",Mumbai,"Dheeraj Jain & Other angel investors","Seed Funding",400000,Other
10/03/2016,BigFishVentures,"Food & Beverage","premium dining lounges Chain",Delhi,"Undisclosed investors",Equity,11100000,"Food and Beverages"
10/03/2016,Icertis,Technology,"Contract Management Software Solutions platform",Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Equity,15000000,Technology
10/03/2016,Supplified,ECommerce,"Construction material eTailer",Delhi,"Mohit Goel","Seed Funding",1000000,E-Commerce
14/03/2016,PinkBlue,ECommerce,"Medical Supplies eTailer",Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash","Seed Funding",223608,E-Commerce
14/03/2016,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",Delhi,"Agarwal Movers Group",Equity,14900000,"Transportation and Logistics"
15/03/2016,FlipClass,"Consumer Internet","Tutor Search Platform",Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Equity,1000000,Other
15/03/2016,Proximit,Technology,"Advertising Technology",Pune,"Funding through 1Crowd platform","Seed Funding",150000,Technology
15/03/2016,WithMe,"Consumer Internet","Personalized Fashion App",Gurugram,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare","Seed Funding",250000,Other
16/03/2016,Gapoon,"Consumer Internet","Hyperlocal Home Maintenance services",Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor","Seed Funding",180000,Other
16/03/2016,Wealthy,"Consumer Internet","Online Investment management portal",Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal","Seed Funding",250000,Other
17/03/2016,Pramati,Healthcare,"Specialized Patient Care platform",Noida,"Undisclosed investors","Seed Funding",200000,Healthcare
17/03/2016,Qlivery,"Consumer Internet","Ondemand Concierge Service",Gurugram,"Swastika Company Ltd","Seed Funding",230000,Other
17/03/2016,HealthEnablr,"Consumer Internet","Doctor Discovery and booking platform",Mumbai,"Undisclosed investors","Seed Funding",800000,Other
17/03/2016,Liftiee,"Consumer Internet","Car/ bike Pooling App",Mumbai,"Rannvijay Singh, Anita Hassanandani","Seed Funding",108000,Other
